cus_state,cus_city,cus_fullname,Transaction ID,paym_type,Customer ID,cus_postal,cus_gender,cus_bdate,cus_age,order_id,order_detail,order_date,order_total,order_barcode,time_id,transac_id,total_sales,total_discount,prod_id,prod_name,prod_cate,prod_price,prod_size,prod_cost,store_id-1,time_id-1,time_date,time_month,time_quater,time_year
IL,Springfield,David Martinez,TS1524,Debit Card,C1524,62701,Male,23/3/2001 AD,23,OR1524,"HARRY, LANEBERG / EKEDALEN, TARVA, ALEFJÃ„LL, FREKVENS, AGEN, LÃ„TT, LIDHULT, BLÃ…KULLEN, SVANÃ–",20/10/2021 AD,10,5360f18e01524,TM1524,TS1524,3641,71,PD1755,TROFAST,Children's furniture,260,Medium,255,S1755,TM1524,20,10,Q4,2021
RI,Providence,John Jackson,TS1525,Debit Card,C1525,02903,Female,12/9/1980 AD,44,OR1525,"VIMUND, BENARP",14/4/2019 AD,2,5360f18e01525,TM1525,TS1525,1181,70,PD1821,STUVA / FRITIDS,Nursery furniture,1225,Big,1217,S1821,TM1525,14,4,Q2,2019
WI,Madison,James Wilson,TS1526,Debit Card,C1526,53703,Male,31/12/2001 AD,23,OR1526,HÃ…LLÃ–,11/9/2023 AD,1,5360f18e01526,TM1526,TS1526,1949,74,PD0553,ENHET,Bookcases & shelving units,67,Big,57,S0553,TM1526,11,9,Q3,2023
CT,Hartford,Joseph Johnson,TS1527,Cash,C1527,06103,Female,15/7/1998 AD,26,OR1527,"NIKKEBY, UTÃ…KER, JOKKMOKK, TROGEN, MASTHOLMEN, STRANDMON, KARLJAN",7/3/2022 AD,7,5360f18e01527,TM1527,TS1527,3076,91,PD1741,STUVA / FRITIDS,Children's furniture,415,Big,405,S1741,TM1527,7,3,Q1,2022
DE,Dover,Jennifer Taylor,TS1528,Cash,C1528,19901,Male,25/6/1997 AD,27,OR1528,"EDVALLA, BRUSALI, RYDEBÃ„CK/BACKARYD / JANINGE, SKARPÃ–, STEGÃ–N, EKEDALEN, LEN, HENRIKSDAL",25/6/2023 AD,8,5360f18e01528,TM1528,TS1528,4390,82,PD1015,EKET,Cabinets & cupboards,777,Medium,775,S1015,TM1528,25,6,Q2,2023
SC,Columbia,Joseph Taylor,TS1529,Credit Card,C1529,29201,Female,31/1/2006 AD,18,OR1529,"LISABO / ODGER, BUSKBO, SINDVIK, GÃ…RÃ– / FREDÃ–N, NILSOVE, HAUGA, NEIDEN, STORÃ…, SKARPÃ–, NORNA",12/11/2019 AD,10,5360f18e01529,TM1529,TS1529,3659,70,PD0310,VILTO,Bookcases & shelving units,99.99,Small,92.99,S0310,TM1529,12,11,Q4,2019
SC,Columbia,Mary Martin,TS1530,Cash,C1530,29201,Female,30/8/2006 AD,18,OR1530,"BOTTNA, NORSBORG, GAMLEBY, HISHULT, DAGOTTO, GNEDBY, LISABO / RÃ–NNINGE, IKEA PS 2012 / JANINGE, LAIVA",29/9/2019 AD,9,5360f18e01530,TM1530,TS1530,3107,52,PD1209,SAKARIAS,Chairs,175,Small,166,S1209,TM1530,29,9,Q3,2019
AL,Montgomery,Karen Martinez,TS1531,Debit Card,C1531,36104,Male,14/10/1994 AD,30,OR1531,"SKOGSTORP, TOBIAS, FJÃ„LLBERGET, VANGSTA / TEODORES, BEKVÃ„M, GUNDE, ALGOT / SKÃ…DIS, KLACKBERG",28/9/2021 AD,8,5360f18e01531,TM1531,TS1531,4156,61,PD0608,BROR,Bookcases & shelving units,199,Medium,192,S0608,TM1531,28,9,Q3,2021
ME,Augusta,Elizabeth Moore,TS1532,Debit Card,C1532,04330,Male,24/12/1994 AD,30,OR1532,"NORDLI, FJÃ„LLBERGET, SKÃ–TSAM, BALTSAR, LYCKSELE, TORHOLMEN, VIMUND, FEJAN",27/9/2021 AD,8,5360f18e01532,TM1532,TS1532,3834,99,PD1559,ALEX,Chests of drawers & drawer units,345,Medium,340,S1559,TM1532,27,9,Q3,2021
CA,Sacramento,Elizabeth Lopez,TS1533,Cash,C1533,95814,Female,4/8/1984 AD,40,OR1533,"SLATTUM, FRÃ–SÃ–N, BJÃ–RKSNÃ„S, MOLTE, GLASSVIK, LAXVIKEN, VEBERÃ–D, STOCKVIKEN, LYCKSELE LÃ–VÃ…S",13/5/2022 AD,9,5360f18e01533,TM1533,TS1533,4346,92,PD1122,EKERÖ,Chairs,695,Medium,687,S1122,TM1533,13,5,Q2,2022
CA,Sacramento,Karen Martinez,TS1534,Cash,C1534,95814,Male,18/11/1993 AD,31,OR1534,"SKÃ–TSAM, MÃ–CKELBY / NORRARYD, SUNDVIK, STIG, NORDVIKEN / RÃ–NNINGE, ANTILOP, MALSJÃ–, SÃ–DERHAMN",12/6/2019 AD,8,5360f18e01534,TM1534,TS1534,4933,73,PD1230,MÖRBYLÅNGA / ODGER,Chairs,3475,Small,3471,S1230,TM1534,12,6,Q2,2019
AL,Montgomery,Karen Hernandez,TS1535,Debit Card,C1535,36104,Female,14/5/1991 AD,33,OR1535,"Ã„PPLARÃ–, EKEDALEN / TOBIAS, HEJNE, NOMINELL, SUNDVIK, LANEBERG / SVENBERTIL, ELSEBET, STRÃ…FLY, LIXHULT",5/12/2022 AD,9,5360f18e01535,TM1535,TS1535,1816,95,PD0461,BROGRUND,Bookcases & shelving units,22.99,Medium,19.99,S0461,TM1535,5,12,Q4,2022
SD,Pierre,Thomas Moore,TS1536,Debit Card,C1536,57501,Male,1/11/1996 AD,28,OR1536,"BILLY / MORLIDEN, TINGBY / NILSOVE, STALLARP, NORRÃ…KER, MINNEN",16/6/2021 AD,5,5360f18e01536,TM1536,TS1536,3402,76,PD0854,BESTÅ,Cabinets & cupboards,30,Small,28,S0854,TM1536,16,6,Q2,2021
RI,Providence,David Moore,TS1537,Credit Card,C1537,02903,Female,18/7/2003 AD,21,OR1537,"Ã–VRARYD / JANINGE, SUNNEA, MICKE, BENÃ–, GÃ…RÃ–, BJÃ„RRED, BERGMUND, SUNDVIK, SNIGLAR, LÃ„CKÃ–",13/4/2022 AD,10,5360f18e01537,TM1537,TS1537,3101,89,PD0544,BERGSHULT / KROKSHULT,Bookcases & shelving units,29,Big,27,S0544,TM1537,13,4,Q2,2022
GA,Atlanta,John Garcia,TS1538,Cash,C1538,30301,Male,8/12/1996 AD,28,OR1538,"TÃ„RENDÃ– / GUNDE, IKEA PS 2012 / TEODORES, FIXA, FÃ„RLÃ–V, FRÃ–SÃ–N/DUVHOLMEN, BILLY / GNEDBY, RÃ–NNINGE, NORDEN / RÃ…SKOG, PÃ…HL",2/5/2020 AD,9,5360f18e01538,TM1538,TS1538,1913,91,PD0736,KALLAX,Cabinets & cupboards,250,Big,249,S0736,TM1538,2,5,Q2,2020
VT,Montpelier,Karen Lopez,TS1539,Credit Card,C1539,05602,Female,14/9/1995 AD,29,OR1539,"VIMLE, MICKE",28/4/2023 AD,2,5360f18e01539,TM1539,TS1539,1401,70,PD1491,VEDBO / VEDBO,Chairs,5865,Big,5863,S1491,TM1539,28,4,Q2,2023
AK,Juneau,Richard Lopez,TS1540,Debit Card,C1540,99801,Female,13/10/1983 AD,41,OR1540,"VILTO, LEN, KLIMPEN, DIETMAR, IDÃ…SEN, YNGVAR, BINGSTA, BOLMEN, LYCKSELE",17/9/2019 AD,9,5360f18e01540,TM1540,TS1540,2079,53,PD0212,BILLY,Bookcases & shelving units,94,Small,91,S0212,TM1540,17,9,Q3,2019
MA,Boston,Susan Davis,TS1541,Debit Card,C1541,02108,Male,3/11/2006 AD,18,OR1541,"KRITTER, GÃ…RÃ– / FREDÃ–N, KUNGSHOLMEN, ADDE, PLATSA, NISSE",4/2/2022 AD,6,5360f18e01541,TM1541,TS1541,4383,54,PD1711,AGAM,Children's furniture,195,Medium,192,S1711,TM1541,4,2,Q1,2022
MT,Helena,Patricia Wilson,TS1542,Credit Card,C1542,59601,Male,24/3/1985 AD,39,OR1542,"MALSJÃ–, GISTAD, HEDRA, KUNGSHOLMEN, VIMUND, INGOLF, AGAM, NORDKISA, HÃ…VERUD / STIG, BESTÃ… BURS",15/5/2019 AD,10,5360f18e01542,TM1542,TS1542,4638,61,PD0032,RÖNNINGE,Bar furniture,110,Big,103,S0032,TM1542,15,5,Q2,2019
WY,Cheyenne,James Garcia,TS1543,Debit Card,C1543,82001,Female,6/6/1999 AD,25,OR1543,"SULARP, LISABO / JANINGE, TURBO, EKTORP, FANBYN, Ã–RFJÃ„LL, KOLBJÃ–RN",6/9/2023 AD,7,5360f18e01543,TM1543,TS1543,1863,96,PD1823,TROFAST,Nursery furniture,245,Small,237,S1823,TM1543,6,9,Q3,2023
NE,Lincoln,Robert Smith,TS1544,Debit Card,C1544,68508,Male,19/8/1991 AD,33,OR1544,"SMÃ…STAD, NORRÃ…KER / RÃ–NNINGE, BLÃ…KULLEN, KURA, DANDERYD / INGOLF, BRORINGE, EKEDALEN / TOBIAS, MÃ–CKELBY / NORRARYD, MARIUS, LENNART",1/4/2020 AD,10,5360f18e01544,TM1544,TS1544,4428,65,PD1511,MÖRBYLÅNGA / VOLFGANG,Chairs,3795,Medium,3793,S1511,TM1544,1,4,Q2,2020
OR,Salem,Jessica Jones,TS1545,Debit Card,C1545,97301,Female,2/5/1989 AD,35,OR1545,"NIKKEBY, IKEA PS GULLHOLMEN, NYHAMN, MALINDA, EKEDALEN / EKEDALEN, HEDRA, MALM, VÃ„DDÃ–, ALEFJÃ„LL",6/1/2020 AD,9,5360f18e01545,TM1545,TS1545,2761,64,PD0503,EKET,Bookcases & shelving units,35,Big,32,S0503,TM1545,6,1,Q1,2020
KS,Topeka,William Anderson,TS1546,Cash,C1546,66603,Male,23/9/1996 AD,28,OR1546,"Ã–VRARYD / JANINGE, LOTE, NORRARYD, BERNHARD, BESTÃ…, GLASSVIK",13/11/2022 AD,6,5360f18e01546,TM1546,TS1546,3541,80,PD0766,LIXHULT,Cabinets & cupboards,118,Small,115,S0766,TM1546,13,11,Q4,2022
TX,Austin,Richard Anderson,TS1547,Cash,C1547,78701,Other,23/10/1988 AD,36,OR1547,"ERNFRID, MARIUS, STEGÃ–N",30/12/2022 AD,3,5360f18e01547,TM1547,TS1547,4706,66,PD0816,BRIMNES,Cabinets & cupboards,952,Small,948,S0816,TM1547,30,12,Q4,2022
MA,Boston,Michael Garcia,TS1548,Cash,C1548,02108,Female,18/12/1994 AD,30,OR1548,"PRÃ„STHOLM, STACKHOLMEN, NORDKISA, LENNART, SKOGSTA / NORRARYD, REMSTA",3/1/2019 AD,6,5360f18e01548,TM1548,TS1548,1214,98,PD1809,STUVA / FRITIDS,Nursery furniture,425,Big,418,S1809,TM1548,3,1,Q1,2019
MI,Lansing,Michael Brown,TS1549,Credit Card,C1549,48933,Male,14/4/1984 AD,40,OR1549,"MOLTE, MALSJÃ–, MELLTORP / NILSOVE, BJÃ–RKSNÃ„S, VIMLE, EKEDALEN / LEIFARNE, RIKSVIKEN, BINGSTA, RÃ…SKOG, ASKHOLMEN",7/8/2019 AD,10,5360f18e01549,TM1549,TS1549,2280,55,PD1311,EKEDALEN,Chairs,395,Big,388,S1311,TM1549,7,8,Q3,2019
NY,Albany,Jennifer Davis,TS1550,Cash,C1550,12207,Female,5/6/2000 AD,24,OR1550,"TOBIAS, KUNGSHOLMEN",8/1/2020 AD,2,5360f18e01550,TM1550,TS1550,1934,67,PD0801,HÄLLAN,Cabinets & cupboards,875,Big,872,S0801,TM1550,8,1,Q1,2020
VA,Richmond,Karen Anderson,TS1551,Debit Card,C1551,23219,Female,12/3/1988 AD,36,OR1551,"BAGGANÃ„S, MACKAPÃ„R, DELAKTIG, LOBERGET / BLYSKÃ„R, GAMLARED / STEFAN",24/11/2019 AD,5,5360f18e01551,TM1551,TS1551,4967,67,PD0470,LOMMARP,Bookcases & shelving units,229,Big,220,S0470,TM1551,24,11,Q4,2019
OR,Salem,Barbara Gonzalez,TS1552,Cash,C1552,97301,Male,24/6/1994 AD,30,OR1552,"TULLSTA, VEBERÃ–D, TROGEN, EKEDALEN / BERNHARD, TÃ„RENDÃ– / ADDE, HEJNE, NIKKEBY, HÃ„LLAN, AGAM",28/7/2019 AD,9,5360f18e01552,TM1552,TS1552,4890,80,PD1275,HENRIKSDAL,Chairs,695,Big,693,S1275,TM1552,28,7,Q3,2019
WV,Charleston,John Johnson,TS1553,Credit Card,C1553,25301,Male,29/7/1992 AD,32,OR1553,"MARTIN, TROFAST, FÃ„RLÃ–V, TROGEN",17/2/2019 AD,4,5360f18e01553,TM1553,TS1553,1490,74,PD0763,BESTÅ,Cabinets & cupboards,1870,Big,1861,S0763,TM1553,17,2,Q1,2019
NY,Albany,Charles Rodriguez,TS1554,Credit Card,C1554,12207,Female,27/3/2000 AD,24,OR1554,"KOLBJÃ–RN, LIDKULLEN, BAGGANÃ„S, BÃ–RJE, BRYNET, CIRKUSTÃ„LT, LYCKSELE, BILLY, ODGER",11/10/2022 AD,9,5360f18e01554,TM1554,TS1554,4800,82,PD1487,GRÖNLID,Chairs,2200,Medium,2194,S1487,TM1554,11,10,Q4,2022
WY,Cheyenne,Thomas Rodriguez,TS1555,Debit Card,C1555,82001,Female,1/7/1991 AD,33,OR1555,"HAVSTA, BÃ–RJE, NIKKEBY, MINNEN, AGAM, LISABO / RÃ–NNINGE, LAPPVIKEN, LENNART",6/12/2023 AD,8,5360f18e01555,TM1555,TS1555,4080,58,PD1331,NORDEN / RÅSKOG,Chairs,1067,Medium,1064,S1331,TM1555,6,12,Q4,2023
WI,Madison,Joseph Anderson,TS1556,Credit Card,C1556,53703,Male,21/2/1989 AD,35,OR1556,"MAMMUT, MÃ–CKELBY / NORRARYD, Ã„PPLARÃ–, GISTAD, KULLEN",10/11/2022 AD,5,5360f18e01556,TM1556,TS1556,4114,90,PD0099,HEMNES,Beds,319,Medium,311,S0099,TM1556,10,11,Q4,2022
OR,Salem,David Miller,TS1557,Credit Card,C1557,97301,Female,14/4/2003 AD,21,OR1557,"SKUBB, SMÃ…GÃ–RA, RIMFORSA",24/9/2019 AD,3,5360f18e01557,TM1557,TS1557,2007,69,PD0655,BROR,Bookcases & shelving units,1315,Small,1308,S0655,TM1557,24,9,Q3,2019
FL,Tallahassee,Patricia Taylor,TS1558,Debit Card,C1558,32301,Male,26/5/2002 AD,22,OR1558,"TOMMARYD, OXBERG, VÃ„DRA, LOBERGET / BLYSKÃ„R, MILLBERGET, KLACKBERG",6/4/2022 AD,6,5360f18e01558,TM1558,TS1558,4355,67,PD1278,GAMLEBY,Chairs,2475,Small,2472,S1278,TM1558,6,4,Q2,2022
NY,Albany,Jessica Lopez,TS1559,Credit Card,C1559,12207,Female,6/11/2000 AD,24,OR1559,"FJÃ„LLBERGET, MASTHOLMEN, STIG, FLISAT, ROTHULT, UPPLEVA, KLACKBERG, HÃ…VERUD",10/3/2021 AD,8,5360f18e01559,TM1559,TS1559,3742,98,PD1517,MÖCKELBY / ODGER,Chairs,4265,Medium,4258,S1517,TM1559,10,3,Q1,2021
CA,Sacramento,David Martin,TS1560,Debit Card,C1560,95814,Female,18/3/1997 AD,27,OR1560,"SUNNEA, BROR, FYRESDAL, BUSKBO, FRÃ–SÃ–N/DUVHOLMEN, ALGOT, STENSELE, LISABO / RÃ–NNINGE",11/6/2021 AD,8,5360f18e01560,TM1560,TS1560,4654,63,PD0302,HYLLIS,Bookcases & shelving units,19.99,Small,18.99,S0302,TM1560,11,6,Q2,2021
DE,Dover,Karen Martinez,TS1561,Credit Card,C1561,19901,Male,8/1/2006 AD,18,OR1561,MACKAPÃ„R,16/11/2023 AD,1,5360f18e01561,TM1561,TS1561,1930,99,PD0009,FRANKLIN,Bar furniture,35,Small,27,S0009,TM1561,16,11,Q4,2023
SC,Columbia,John Jackson,TS1562,Cash,C1562,29201,Male,8/5/1997 AD,27,OR1562,KULLABERG,4/10/2019 AD,1,5360f18e01562,TM1562,TS1562,4116,75,PD0857,HÄLLAN,Cabinets & cupboards,275,Small,266,S0857,TM1562,4,10,Q4,2019
FL,Tallahassee,Charles Gonzalez,TS1563,Cash,C1563,32301,Female,8/5/1994 AD,30,OR1563,RÃ–NNINGE,22/2/2023 AD,1,5360f18e01563,TM1563,TS1563,3543,97,PD1002,HANVIKEN,Cabinets & cupboards,100,Medium,99,S1002,TM1563,22,2,Q1,2023
KS,Topeka,Richard Miller,TS1564,Debit Card,C1564,66603,Male,8/1/1981 AD,43,OR1564,"LÃ„CKÃ–, SUNNEA, BROR, NILSERIK, HISHULT, TRYSIL, OLAUS, SOLGUL, GISTAD, REMSTA",18/9/2023 AD,10,5360f18e01564,TM1564,TS1564,4673,51,PD1214,INGATORP / INGOLF,Chairs,1725,Big,1718,S1214,TM1564,18,9,Q3,2023
OR,Salem,Linda Hernandez,TS1565,Debit Card,C1565,97301,Female,13/4/1982 AD,42,OR1565,MELLTORP / TEODORES,4/12/2023 AD,1,5360f18e01565,TM1565,TS1565,1931,90,PD0278,BILLY / HÖGBO,Bookcases & shelving units,104,Medium,95,S0278,TM1565,4,12,Q4,2023
MI,Lansing,Linda Garcia,TS1566,Debit Card,C1566,48933,Male,2/12/1996 AD,28,OR1566,"GERSBY, FRANKLIN, TUFJORD, JÃ„RVFJÃ„LLET, FLISAT",11/8/2021 AD,5,5360f18e01566,TM1566,TS1566,3100,50,PD0462,BESTÅ,Bookcases & shelving units,10,Big,7,S0462,TM1566,11,8,Q3,2021
WI,Madison,John Miller,TS1567,Credit Card,C1567,53703,Female,4/9/1985 AD,39,OR1567,"MARIUS, HAVSTA, JÃ„RVFJÃ„LLET",20/4/2019 AD,3,5360f18e01567,TM1567,TS1567,3932,68,PD1391,EKEDALEN,Chairs,345,Medium,336,S1391,TM1567,20,4,Q2,2019
OH,Columbus,Sarah Lopez,TS1568,Debit Card,C1568,43215,Male,7/1/1997 AD,27,OR1568,GUNDE,30/6/2020 AD,1,5360f18e01568,TM1568,TS1568,1520,55,PD0710,IVAR,Bookcases & shelving units,1013,Big,1008,S0710,TM1568,30,6,Q2,2020
MS,Jackson,James Lopez,TS1569,Credit Card,C1569,39201,Female,16/2/1988 AD,36,OR1569,"IDANÃ„S, EDVALLA",28/8/2020 AD,2,5360f18e01569,TM1569,TS1569,4989,72,PD0905,LIXHULT,Cabinets & cupboards,495,Medium,494,S0905,TM1569,28,8,Q3,2020
PA,Harrisburg,Jessica Smith,TS1570,Credit Card,C1570,17101,Female,25/11/1997 AD,27,OR1570,"ALGOT / SKÃ…DIS, TORSBY / VOLFGANG, HAVSTA, SOLLERÃ–N, TULLSTA, EKEDALEN / ODGER",16/9/2021 AD,6,5360f18e01570,TM1570,TS1570,3482,50,PD1258,NORDVIKEN,Chairs,225,Medium,220,S1258,TM1570,16,9,Q3,2021
SD,Pierre,Patricia Lopez,TS1571,Debit Card,C1571,57501,Male,30/3/1998 AD,26,OR1571,"VILTO, STUVA, DAGOTTO, YNGVAR, MARKUS, TEODORES, KOPPANG, BORTBERG",9/7/2021 AD,8,5360f18e01571,TM1571,TS1571,2697,80,PD1531,BRYGGJA,Chests of drawers & drawer units,1295,Medium,1285,S1531,TM1571,9,7,Q3,2021
VA,Richmond,Sarah Wilson,TS1572,Cash,C1572,23219,Male,6/8/1982 AD,42,OR1572,"TÃ„RNÃ–, RIKSVIKEN, ASKHOLMEN, HEMNES, ENERYDA",27/2/2021 AD,5,5360f18e01572,TM1572,TS1572,4725,70,PD0933,SINDVIK,Cabinets & cupboards,150,Medium,146,S0933,TM1572,27,2,Q1,2021
DE,Dover,David Garcia,TS1573,Debit Card,C1573,19901,Female,9/11/1986 AD,38,OR1573,"GAMLEBY, BALSBERGET, FANBYN, ORRNÃ„S, LOMMARP",12/12/2023 AD,5,5360f18e01573,TM1573,TS1573,4454,75,PD0114,SLÄKT,Beds,200,Big,198,S0114,TM1573,12,12,Q4,2023
FL,Tallahassee,Jennifer Wilson,TS1574,Cash,C1574,32301,Male,22/8/1994 AD,30,OR1574,"OXBERG, INGATORP / INGOLF, VIMLE, GLADSTAD, BILLY / OXBERG, Ã–NSKLIG",11/1/2022 AD,6,5360f18e01574,TM1574,TS1574,2643,72,PD1350,MELLTORP / JANINGE,Chairs,919,Big,912,S1350,TM1574,11,1,Q1,2022
AK,Juneau,Sarah Gonzalez,TS1575,Cash,C1575,99801,Female,7/3/1986 AD,38,OR1575,"NORBERG, VISTHUS, BILLY / BOTTNA, GNEDBY, SYVDE, MELLTORP / NILSOVE, TROGEN, PRÃ„STHOLM",24/11/2023 AD,8,5360f18e01575,TM1575,TS1575,3157,87,PD1466,EKEDALEN / ODGER,Chairs,1975,Medium,1967,S1466,TM1575,24,11,Q4,2023
ME,Augusta,Richard Garcia,TS1576,Cash,C1576,04330,Male,21/3/1983 AD,41,OR1576,"SKÃ„RHAMN, STEGÃ–N, LISABO / ODGER, ASKVOLL, IKEA PS VÃ…GÃ–, BILLY, NOLMYRA, TÃ„LLÃ…SEN",20/6/2022 AD,8,5360f18e01576,TM1576,TS1576,4064,93,PD0063,KLEPPSTAD,Beds,199,Big,190,S0063,TM1576,20,6,Q2,2022
PA,Harrisburg,Jessica Martinez,TS1577,Credit Card,C1577,17101,Female,15/3/2008 AD,16,OR1577,"GÃ…RÃ–, BROMMÃ–, STALLARP, LILLHÃ–JDEN, MASTHOLMEN, GAMLARED / LERHAMN, MALSJÃ–, MARTIN",20/12/2021 AD,8,5360f18e01577,TM1577,TS1577,4402,89,PD1076,BLECKBERGET,Chairs,250,Small,244,S1076,TM1577,20,12,Q4,2021
TX,Austin,Charles Jackson,TS1578,Debit Card,C1578,78701,Male,28/9/1995 AD,29,OR1578,"KALLRÃ–R, MELLTORP / ADDE, NYHAMN, URBAN, MARKUS, SOLLERÃ–N, VADHOLMA, NORDVIKEN / HENRIKSDAL, HERDIS, FIXA",29/6/2019 AD,10,5360f18e01578,TM1578,TS1578,1014,76,PD0683,IVAR,Bookcases & shelving units,1745,Medium,1739,S0683,TM1578,29,6,Q2,2019
ME,Augusta,Sarah Johnson,TS1579,Cash,C1579,04330,Female,20/4/1983 AD,41,OR1579,"SKOGSTORP, SNIGLAR, KOARP, FALHOLMEN, SKÃ„RHAMN, YTTERÃ–N, BENARP, KALLRÃ–R",25/6/2019 AD,8,5360f18e01579,TM1579,TS1579,2732,72,PD0270,BILLY / OXBERG,Bookcases & shelving units,468,Medium,466,S0270,TM1579,25,6,Q2,2019
MI,Lansing,Jennifer Martinez,TS1580,Debit Card,C1580,48933,Female,25/8/1992 AD,32,OR1580,"VALLENTUNA, LISABO / SVENBERTIL, LANEBERG / SVENBERTIL",19/5/2023 AD,3,5360f18e01580,TM1580,TS1580,3671,81,PD1787,SOLGUL,Nursery furniture,395,Medium,388,S1787,TM1580,19,5,Q2,2023
RI,Providence,James Garcia,TS1581,Debit Card,C1581,02903,Male,12/3/1995 AD,29,OR1581,"MORLIDEN, NOLMYRA, EKEDALEN / LEIFARNE, KOARP, TIMMERVIKEN",11/1/2023 AD,5,5360f18e01581,TM1581,TS1581,2166,84,PD0145,SLÄKT,Beds,429,Big,426,S0145,TM1581,11,1,Q1,2023
MA,Boston,William Martin,TS1582,Debit Card,C1582,02108,Male,14/3/1995 AD,29,OR1582,"LISABO / LEIFARNE, KOPPANG",31/7/2019 AD,2,5360f18e01582,TM1582,TS1582,4256,61,PD0409,BILLY,Bookcases & shelving units,15,Medium,6,S0409,TM1582,31,7,Q3,2019
RI,Providence,Thomas Brown,TS1583,Credit Card,C1583,02903,Female,3/5/2008 AD,16,OR1583,"BERTIL, HARRY, TRYSIL, JULES, VIMUND",12/9/2020 AD,5,5360f18e01583,TM1583,TS1583,4838,75,PD1004,ÖSTERNÄS,Cabinets & cupboards,70,Medium,68,S1004,TM1583,12,9,Q3,2020
ME,Augusta,Thomas Moore,TS1584,Credit Card,C1584,04330,Male,15/4/2004 AD,20,OR1584,"SUNNEA, HAVSTA, GERSBY, RAST, GÃ…RÃ– / FREDÃ–N, FINNBY, MOSSARYD",21/9/2023 AD,7,5360f18e01584,TM1584,TS1584,4423,79,PD0780,BESTÅ,Cabinets & cupboards,980,Medium,970,S0780,TM1584,21,9,Q3,2023
KY,Frankfort,Robert Martin,TS1585,Credit Card,C1585,40601,Female,28/10/1995 AD,29,OR1585,"NORRÃ…KER / NORRARYD, GAMLARED / STEFAN, SVANÃ–, FINNBY, BALSBERGET, TÃ„RENDÃ– / GUNDE",9/7/2019 AD,6,5360f18e01585,TM1585,TS1585,2745,70,PD0819,MARKERAD,Cabinets & cupboards,597,Big,596,S0819,TM1585,9,7,Q3,2019
PA,Harrisburg,John Martin,TS1586,Cash,C1586,17101,Male,12/6/1983 AD,41,OR1586,"MÃ–CKELBY / HENRIKSDAL, BILLY, BRYNET, RÃ…DVIKEN, MÃ–RBYLÃ…NGA / ODGER, BESTÃ…",7/8/2021 AD,6,5360f18e01586,TM1586,TS1586,2540,93,PD0810,BESTÅ,Cabinets & cupboards,475,Small,465,S0810,TM1586,7,8,Q3,2021
WV,Charleston,Mary Rodriguez,TS1587,Cash,C1587,25301,Female,16/3/1985 AD,39,OR1587,"BINGSTA, MILSBO, STUVA / FÃ–LJA",16/4/2022 AD,3,5360f18e01587,TM1587,TS1587,1230,50,PD0919,HANVIKEN,Cabinets & cupboards,75,Medium,67,S0919,TM1587,16,4,Q2,2022
AL,Montgomery,Jessica Rodriguez,TS1588,Cash,C1588,36104,Male,21/10/1993 AD,31,OR1588,"NORBERG / NISSE, ODGER, HÃ„LLAN, INGATORP / HENRIKSDAL, MÃ–RBYLÃ…NGA / ODGER, LANDSKRONA, LOTE, MARKUS, PRÃ„STHOLM",9/4/2021 AD,9,5360f18e01588,TM1588,TS1588,2788,81,PD1442,URBAN,Chairs,225,Small,219,S1442,TM1588,9,4,Q2,2021
CO,Denver,William Gonzalez,TS1589,Cash,C1589,80202,Female,6/3/1988 AD,36,OR1589,"MYDAL, BJÃ–RKSNÃ„S, ASKHOLMEN, NORDVIKEN / NORRARYD",24/4/2019 AD,4,5360f18e01589,TM1589,TS1589,4838,68,PD0852,BESTÅ,Cabinets & cupboards,375,Medium,370,S0852,TM1589,24,4,Q2,2019
AK,Juneau,Linda Miller,TS1590,Debit Card,C1590,99801,Female,17/8/1981 AD,43,OR1590,"BRYGGJA, GNEDBY, REMSTA, BESTÃ…, INGATORP / INGATORP, HÃ…VERUD / STIG, GODISHUS, PÃ…HL, FREKVENS",3/1/2019 AD,9,5360f18e01590,TM1590,TS1590,2804,99,PD0685,IVAR,Bookcases & shelving units,145,Small,139,S0685,TM1590,3,1,Q1,2019
DE,Dover,Karen Anderson,TS1591,Cash,C1591,19901,Male,26/1/1984 AD,40,OR1591,NYHAMN,7/2/2019 AD,1,5360f18e01591,TM1591,TS1591,4177,94,PD0802,UPPLEVA,Cabinets & cupboards,145,Small,136,S0802,TM1591,7,2,Q1,2019
MD,Annapolis,Richard Lopez,TS1592,Cash,C1592,21401,Male,11/4/1980 AD,44,OR1592,"RENBERGET, IDANÃ„S, GONATT, BILLY / MORLIDEN, KULLABERG, STENSELE / RÃ–NNINGE, MARKERAD, NORSBORG",28/10/2019 AD,8,5360f18e01592,TM1592,TS1592,1808,50,PD0053,SLÄKT,Beds,229,Small,228,S0053,TM1592,28,10,Q4,2019
MS,Jackson,Mary Martinez,TS1593,Debit Card,C1593,39201,Female,20/9/1991 AD,33,OR1593,"LYCKSELE LÃ–VÃ…S, KORNSJÃ–, HYLLIS, KUDDARNA",5/12/2020 AD,4,5360f18e01593,TM1593,TS1593,2730,56,PD1387,NORSBORG,Chairs,1740,Big,1733,S1387,TM1593,5,12,Q4,2020
